date,open,high,low,close,volume
2020-09-16,245.000000,319.000000,231.110001,253.929993,36099700
2020-09-17,230.759995,241.500000,215.240005,227.539993,11907500
2020-09-18,235.000000,249.000000,218.589996,240.000000,7475400
2020-09-21,230.000000,241.500000,218.600006,228.850006,5524900
2020-09-22,238.500000,239.000000,225.149994,235.160004,3889100
2020-09-23,243.500000,254.800003,213.000000,217.389999,5851900
2020-09-24,213.509995,230.949997,208.550003,226.740005,4822000
2020-09-25,228.119995,236.259995,227.899994,229.000000,1985500
2020-09-28,235.929993,253.000000,235.929993,250.410004,4241900
2020-09-29,255.000000,259.700012,246.029999,259.130005,5290600
2020-09-30,261.500000,278.260010,243.050003,251.000000,5418900
2020-10-01,255.250000,255.910004,238.000000,243.460007,3977400
2020-10-02,232.440002,243.119995,227.000000,227.100006,2726200
2020-10-05,231.970001,243.429993,231.201004,240.000000,2362100
2020-10-06,244.179993,247.990005,239.000000,245.100006,1572800
2020-10-07,245.500000,252.360001,245.289993,246.000000,1682800
2020-10-08,250.000000,250.000000,239.990005,240.190002,1343800
2020-10-09,242.000000,243.695007,235.470001,238.000000,1728000
2020-10-12,250.320007,251.500000,243.000000,243.970001,3138900
2020-10-13,247.000000,250.500000,245.270004,249.610001,1462400
2020-10-14,251.990005,252.000000,239.000000,243.179993,1707500
2020-10-15,236.029999,241.354996,231.460007,241.000000,1843600
2020-10-16,242.000000,245.990005,241.589996,242.520004,1016000
2020-10-19,245.000000,249.860001,243.000000,246.779999,1535100
2020-10-20,247.000000,252.500000,243.300003,251.770004,1734300
2020-10-21,251.649994,271.290009,250.350006,270.609985,3359500
2020-10-22,269.010010,301.000000,263.000000,297.089996,5192800
2020-10-23,290.339996,294.000000,262.239990,265.049988,5619300
2020-10-26,266.070007,271.000000,244.630005,251.389999,4040100
2020-10-27,254.889999,273.000000,253.990005,266.769989,3492900
2020-10-28,258.500000,272.529999,254.009995,272.440002,2094300
2020-10-29,273.799988,276.220001,264.160004,265.880005,1146900
2020-10-30,261.029999,262.630005,241.500000,250.020004,2397600
2020-11-02,254.100006,260.825012,247.000000,252.229996,1301000
2020-11-03,256.000000,264.540009,254.050003,262.130005,1376400
2020-11-04,270.790009,274.869995,262.200012,263.910004,1394700
2020-11-05,271.480011,271.690002,258.899994,263.209991,1272500
2020-11-06,263.440002,270.000000,259.200012,265.000000,986800
2020-11-09,263.989990,265.950012,239.000000,239.839996,2965900
2020-11-10,249.649994,249.940002,229.979996,235.679993,2266800
2020-11-11,241.710007,246.889999,237.500000,240.759995,1442400
2020-11-12,243.800003,244.203003,232.160004,235.380005,1741200
2020-11-13,237.110001,241.625000,232.300003,234.800003,1487700
2020-11-16,234.000000,244.179993,230.250000,241.850006,1799500
2020-11-17,245.000000,251.559998,243.729996,248.029999,1629600
